Period,Minutes Remaining,Seconds Remaining,Shot Distance,X Location,Y Location,Shot Made Flag,Game Date,Action Type_Frequency,Team Name_Frequency,Home Team_Frequency,Away Team_Frequency,ShotType_2PT Field Goal,ShotType_3PT Field Goal,ShotZoneBasic_Above the Break 3,ShotZoneBasic_Backcourt,ShotZoneBasic_In The Paint (Non-RA),ShotZoneBasic_Left Corner 3,ShotZoneBasic_Mid-Range,ShotZoneBasic_Restricted Area,ShotZoneBasic_Right Corner 3,ShotZoneArea_Back Court(BC),ShotZoneArea_Center(C),ShotZoneArea_Left Side Center(LC),ShotZoneArea_Left Side(L),ShotZoneArea_Right Side Center(RC),ShotZoneArea_Right Side(R),ShotZoneRange_16-24 ft.,ShotZoneRange_24+ ft.,ShotZoneRange_8-16 ft.,ShotZoneRange_Back Court Shot,ShotZoneRange_Less Than 8 ft.,SeasonType_Playoffs,SeasonType_Regular Season,Game ID_Frequency,Game Event ID_Frequency,Player ID_Frequency
1,8,11,25,156,199,1,20050204,0.5786407766990291,0.03495145631067961,0.03495145631067961,0.04854368932038835,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
4,2,28,0,-1,7,0,20161110,0.12427184466019417,0.038834951456310676,0.03300970873786408,0.013592233009708738,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
2,2,32,25,-142,217,0,20061104,0.5786407766990291,0.021359223300970873,0.027184466019417475,0.027184466019417475,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
4,9,17,16,-162,40,0,20010225,0.5786407766990291,0.04660194174757282,0.03300970873786408,0.04660194174757282,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
1,5,40,25,-49,248,0,20191110,0.5786407766990291,0.038834951456310676,0.015533980582524271,0.027184466019417475,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,1,4,5,-25,46,0,20030118,0.5786407766990291,0.027184466019417475,0.02912621359223301,0.02912621359223301,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,7,52,12,113,44,0,20150404,0.5786407766990291,0.038834951456310676,0.03300970873786408,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
2,11,14,15,149,27,0,19990228,0.5786407766990291,0.03495145631067961,0.03495145631067961,0.009708737864077669,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
3,8,48,6,2,66,0,20141205,0.5786407766990291,0.03495145631067961,0.036893203883495145,0.027184466019417475,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
1,7,21,8,-46,72,1,20000419,0.02912621359223301,0.027184466019417475,0.02524271844660194,0.040776699029126215,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,10,1,15,-153,23,0,20080524,0.5786407766990291,0.04271844660194175,0.03300970873786408,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.001941747572815534,0.001941747572815534,0.007766990291262136
3,4,12,24,196,143,0,20110406,0.5786407766990291,0.021359223300970873,0.02330097087378641,0.031067961165048542,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
1,6,37,8,89,10,0,20000128,0.5786407766990291,0.05048543689320388,0.04660194174757282,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
3,4,25,13,134,4,1,20020512,0.5786407766990291,0.031067961165048542,0.027184466019417475,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.001941747572815534,0.005825242718446602,0.001941747572815534
4,6,34,10,88,61,1,20100409,0.009708737864077669,0.036893203883495145,0.03495145631067961,0.021359223300970873,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
3,10,50,4,46,10,0,20040218,0.5786407766990291,0.027184466019417475,0.02912621359223301,0.040776699029126215,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
4,9,47,25,-91,236,0,20180228,0.5786407766990291,0.02330097087378641,0.04271844660194175,0.019417475728155338,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,2,22,12,-67,106,0,20001229,0.5786407766990291,0.017475728155339806,0.02524271844660194,0.02912621359223301,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
1,0,37,23,-234,14,1,20081124,0.5786407766990291,0.02524271844660194,0.031067961165048542,0.036893203883495145,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
1,11,3,1,-16,3,0,20151229,0.005825242718446602,0.038834951456310676,0.031067961165048542,0.04466019417475728,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
2,0,27,16,151,69,0,20130313,0.5786407766990291,0.031067961165048542,0.015533980582524271,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
2,8,11,2,21,6,0,20120314,0.12427184466019417,0.03300970873786408,0.027184466019417475,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,9,9,9,0,99,0,20060314,0.5786407766990291,0.031067961165048542,0.027184466019417475,0.005825242718446602,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
3,3,31,12,128,5,1,20181214,0.001941747572815534,0.040776699029126215,0.04660194174757282,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,10,43,13,-56,127,0,20191203,0.019417475728155338,0.027184466019417475,0.036893203883495145,0.021359223300970873,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
4,10,51,7,27,75,1,20170421,0.007766990291262136,0.036893203883495145,0.03495145631067961,0.04466019417475728,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.001941747572815534,0.005825242718446602,0.007766990291262136
3,9,7,18,-56,176,1,20021117,0.5786407766990291,0.040776699029126215,0.04271844660194175,0.04854368932038835,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,3,33,2,0,20,0,20130123,0.12427184466019417,0.03495145631067961,0.031067961165048542,0.031067961165048542,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
3,7,6,26,-215,150,1,20070119,0.5786407766990291,0.03495145631067961,0.03495145631067961,0.04660194174757282,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.003883495145631068,0.001941747572815534,0.001941747572815534
1,9,9,19,-100,173,0,20080303,0.5786407766990291,0.017475728155339806,0.027184466019417475,0.011650485436893204,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
4,8,51,22,226,-8,0,20010405,0.5786407766990291,0.03495145631067961,0.03495145631067961,0.036893203883495145,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
2,4,56,22,-222,7,1,20021206,0.5786407766990291,0.017475728155339806,0.011650485436893204,0.021359223300970873,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
1,3,31,0,0,0,1,20000112,0.05631067961165048,0.04660194174757282,0.02912621359223301,0.04660194174757282,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,10,5,9,64,75,1,20141128,0.5786407766990291,0.05048543689320388,0.03495145631067961,0.04271844660194175,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
2,7,53,2,-15,14,1,20130201,0.007766990291262136,0.03495145631067961,0.02912621359223301,0.031067961165048542,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,9,32,1,12,11,1,20141209,0.05631067961165048,0.02524271844660194,0.031067961165048542,0.036893203883495145,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
1,1,9,25,-217,140,0,20060321,0.5786407766990291,0.017475728155339806,0.021359223300970873,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
2,9,16,23,234,20,1,20140222,0.5786407766990291,0.040776699029126215,0.036893203883495145,0.04466019417475728,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
3,0,30,4,18,40,0,20000328,0.5786407766990291,0.031067961165048542,0.02912621359223301,0.036893203883495145,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
1,2,18,24,148,200,0,20151127,0.5786407766990291,0.007766990291262136,0.015533980582524271,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
3,2,49,25,-168,189,0,20190316,0.5786407766990291,0.03495145631067961,0.03495145631067961,0.027184466019417475,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,7,43,17,173,-11,1,20120311,0.5786407766990291,0.040776699029126215,0.04271844660194175,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
2,1,41,19,190,0,1,20071111,0.5786407766990291,0.027184466019417475,0.027184466019417475,0.031067961165048542,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,5,31,23,-235,45,1,20071205,0.5786407766990291,0.02524271844660194,0.031067961165048542,0.019417475728155338,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
1,8,26,16,-164,18,0,20030219,0.5786407766990291,0.05048543689320388,0.04660194174757282,0.021359223300970873,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
4,3,17,6,-31,58,1,20041226,0.009708737864077669,0.027184466019417475,0.031067961165048542,0.040776699029126215,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
2,2,28,9,14,89,0,20090505,0.5786407766990291,0.04660194174757282,0.02524271844660194,0.04466019417475728,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,5,40,26,-107,247,0,20050306,0.5786407766990291,0.03495145631067961,0.04271844660194175,0.027184466019417475,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
2,9,53,24,189,151,0,20110306,0.5786407766990291,0.04466019417475728,0.027184466019417475,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,3,49,0,0,1,1,20170328,0.005825242718446602,0.04466019417475728,0.04271844660194175,0.04854368932038835,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,7,14,14,-7,143,0,20100118,0.5786407766990291,0.02912621359223301,0.036893203883495145,0.017475728155339806,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
2,11,40,15,-77,137,0,20001228,0.5786407766990291,0.038834951456310676,0.02524271844660194,0.027184466019417475,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.011650485436893204
2,5,41,11,-117,9,1,20020420,0.015533980582524271,0.017475728155339806,0.027184466019417475,0.009708737864077669,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.001941747572815534,0.007766990291262136,0.001941747572815534
1,0,2,0,0,0,0,20020123,0.12427184466019417,0.031067961165048542,0.02524271844660194,0.036893203883495145,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
4,7,6,0,0,0,0,20090124,0.003883495145631068,0.02912621359223301,0.031067961165048542,0.017475728155339806,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,7,51,0,0,0,1,20050410,0.009708737864077669,0.04466019417475728,0.036893203883495145,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
4,4,1,25,102,235,0,20120120,0.5786407766990291,0.05048543689320388,0.04660194174757282,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
2,4,36,20,129,159,0,20120327,0.5786407766990291,0.031067961165048542,0.04660194174757282,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
4,7,14,0,0,0,0,19971218,0.12427184466019417,0.05048543689320388,0.02330097087378641,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.005825242718446602
1,3,41,16,162,5,0,20000205,0.5786407766990291,0.021359223300970873,0.036893203883495145,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,5,21,25,22,252,0,20181212,0.5786407766990291,0.04660194174757282,0.02524271844660194,0.02524271844660194,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.011650485436893204,0.005825242718446602
2,7,38,0,0,-6,1,20181210,0.003883495145631068,0.038834951456310676,0.03300970873786408,0.04660194174757282,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,0,40,19,15,196,0,20070429,0.5786407766990291,0.036893203883495145,0.03300970873786408,0.021359223300970873,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.003883495145631068,0.003883495145631068,0.003883495145631068
2,4,41,25,185,172,0,20150201,0.5786407766990291,0.04466019417475728,0.027184466019417475,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
4,9,59,0,0,0,1,20031223,0.12427184466019417,0.027184466019417475,0.03300970873786408,0.04854368932038835,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.007766990291262136
2,4,56,25,-185,171,0,20200103,0.5786407766990291,0.038834951456310676,0.04660194174757282,0.04466019417475728,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.005825242718446602
4,1,24,19,190,0,0,20150413,0.5786407766990291,0.038834951456310676,0.04271844660194175,0.027184466019417475,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,3,31,25,-44,255,0,20040107,0.5786407766990291,0.040776699029126215,0.04271844660194175,0.040776699029126215,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,8,9,0,2,-2,0,20100513,0.12427184466019417,0.04660194174757282,0.04660194174757282,0.04660194174757282,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.001941747572815534,0.003883495145631068,0.003883495145631068
2,11,28,15,-132,72,1,20000317,0.02912621359223301,0.04466019417475728,0.03300970873786408,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
2,5,26,12,-57,108,1,20110104,0.007766990291262136,0.027184466019417475,0.03300970873786408,0.027184466019417475,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.011650485436893204
2,9,53,25,32,257,0,20200102,0.5786407766990291,0.027184466019417475,0.03300970873786408,0.019417475728155338,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
3,0,21,16,19,159,0,20170302,0.5786407766990291,0.005825242718446602,0.04660194174757282,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
1,5,37,2,-25,7,1,20041227,0.05631067961165048,0.03495145631067961,0.02524271844660194,0.031067961165048542,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.009708737864077669
3,10,2,0,0,0,0,20041221,0.12427184466019417,0.017475728155339806,0.036893203883495145,0.011650485436893204,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
2,6,11,17,-164,71,0,20071101,0.5786407766990291,0.031067961165048542,0.02524271844660194,0.021359223300970873,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
3,7,54,17,-147,93,0,20020324,0.5786407766990291,0.038834951456310676,0.036893203883495145,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.005825242718446602
4,4,36,1,-6,-8,1,20060413,0.12427184466019417,0.04660194174757282,0.02524271844660194,0.02524271844660194,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.009708737864077669,0.001941747572815534
1,8,52,11,-86,80,0,20020315,0.5786407766990291,0.04271844660194175,0.03300970873786408,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
3,4,29,24,-180,173,1,20090217,0.5786407766990291,0.027184466019417475,0.04660194174757282,0.040776699029126215,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,3,21,0,-4,4,1,20001104,0.12427184466019417,0.04466019417475728,0.005825242718446602,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.005825242718446602
3,9,15,2,-24,3,0,20170102,0.003883495145631068,0.036893203883495145,0.03495145631067961,0.02912621359223301,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
3,11,42,15,-78,134,1,20110317,0.5786407766990291,0.036893203883495145,0.03495145631067961,0.021359223300970873,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
4,8,4,17,-127,126,1,20130125,0.5786407766990291,0.040776699029126215,0.019417475728155338,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
1,8,6,20,-143,141,1,20021030,0.5786407766990291,0.02524271844660194,0.031067961165048542,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.003883495145631068,0.005825242718446602,0.003883495145631068
3,9,26,13,133,12,1,20070414,0.5786407766990291,0.017475728155339806,0.02912621359223301,0.009708737864077669,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,1,22,0,0,0,0,20091222,0.12427184466019417,0.007766990291262136,0.04271844660194175,0.011650485436893204,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,4,28,0,3,7,1,20191211,0.005825242718446602,0.04466019417475728,0.04271844660194175,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
3,4,3,0,0,0,1,20080130,0.003883495145631068,0.03300970873786408,0.04271844660194175,0.031067961165048542,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
1,3,41,5,6,53,1,20121128,0.02912621359223301,0.036893203883495145,0.03495145631067961,0.036893203883495145,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.011650485436893204,0.003883495145631068
3,1,47,1,-8,12,1,20100210,0.05631067961165048,0.027184466019417475,0.02524271844660194,0.040776699029126215,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
2,0,30,5,-56,11,0,20010331,0.5786407766990291,0.038834951456310676,0.019417475728155338,0.031067961165048542,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
1,7,21,27,156,228,0,20160129,0.5786407766990291,0.03300970873786408,0.04660194174757282,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
2,1,31,20,130,153,1,20021219,0.5786407766990291,0.038834951456310676,0.036893203883495145,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,0,19,26,104,244,0,19971107,0.5786407766990291,0.04271844660194175,0.03300970873786408,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
4,10,35,0,0,0,1,20100130,0.12427184466019417,0.038834951456310676,0.036893203883495145,0.02912621359223301,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
3,7,50,0,1,6,0,20120507,0.015533980582524271,0.027184466019417475,0.036893203883495145,0.019417475728155338,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.001941747572815534,0.003883495145631068,0.003883495145631068
3,0,23,6,-58,21,0,20190318,0.12427184466019417,0.031067961165048542,0.031067961165048542,0.02912621359223301,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,0,41,23,230,32,0,20191106,0.5786407766990291,0.019417475728155338,0.031067961165048542,0.038834951456310676,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
2,7,17,15,157,0,0,20120130,0.5786407766990291,0.05048543689320388,0.04660194174757282,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
1,7,5,24,84,233,0,20031205,0.5786407766990291,0.038834951456310676,0.03495145631067961,0.04466019417475728,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.009708737864077669
4,2,50,1,-15,12,0,20130401,0.12427184466019417,0.02524271844660194,0.031067961165048542,0.036893203883495145,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,3,2,19,111,162,1,19990428,0.5786407766990291,0.05048543689320388,0.036893203883495145,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
3,3,32,16,108,120,0,20051216,0.5786407766990291,0.02330097087378641,0.03495145631067961,0.038834951456310676,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,5,36,0,0,0,1,20010106,0.12427184466019417,0.02912621359223301,0.03495145631067961,0.038834951456310676,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
4,4,10,27,77,265,1,20141101,0.5786407766990291,0.040776699029126215,0.031067961165048542,0.04466019417475728,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,10,22,9,-79,48,1,20041217,0.009708737864077669,0.04466019417475728,0.04271844660194175,0.04854368932038835,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
